Longitude,Latitude
-80.6360621212121,25.3318635353535
-80.6360621212121,25.5852503030303
-81.2337226262626,25.8386370707071
-80.6360621212121,25.8386370707071
-97.9682167676768,26.0920238383838
-97.3705562626263,26.0920238383838
-81.2337226262626,26.0920238383838
-80.6360621212121,26.0920238383838
-98.5658772727273,26.3454106060606
-97.9682167676768,26.3454106060606
-97.3705562626263,26.3454106060606
-81.8313831313131,26.3454106060606
-81.2337226262626,26.3454106060606
-80.6360621212121,26.3454106060606
-99.1635377777778,26.5987973737374
-98.5658772727273,26.5987973737374
-97.9682167676768,26.5987973737374
-81.8313831313131,26.5987973737374
-81.2337226262626,26.5987973737374
-80.6360621212121,26.5987973737374
-99.1635377777778,26.8521841414141
-98.5658772727273,26.8521841414141
-97.9682167676768,26.8521841414141
-97.3705562626263,26.8521841414141
-81.8313831313131,26.8521841414141
-81.2337226262626,26.8521841414141
-80.6360621212121,26.8521841414141
-99.1635377777778,27.1055709090909
-98.5658772727273,27.1055709090909
-97.9682167676768,27.1055709090909
-82.4290436363636,27.1055709090909
-81.8313831313131,27.1055709090909
-81.2337226262626,27.1055709090909
-80.6360621212121,27.1055709090909
-99.1635377777778,27.3589576767677
-98.5658772727273,27.3589576767677
-97.9682167676768,27.3589576767677
-82.4290436363636,27.3589576767677
-81.8313831313131,27.3589576767677
-81.2337226262626,27.3589576767677
-80.6360621212121,27.3589576767677
-99.1635377777778,27.6123444444444
-98.5658772727273,27.6123444444444
-97.9682167676768,27.6123444444444
-97.3705562626263,27.6123444444444
-82.4290436363636,27.6123444444444
-81.8313831313131,27.6123444444444
-81.2337226262626,27.6123444444444
-80.6360621212121,27.6123444444444
-99.1635377777778,27.8657312121212
-98.5658772727273,27.8657312121212
-97.9682167676768,27.8657312121212
-81.8313831313131,27.8657312121212
-81.2337226262626,27.8657312121212
-80.6360621212121,27.8657312121212
-99.1635377777778,28.119117979798
-98.5658772727273,28.119117979798
-97.9682167676768,28.119117979798
-97.3705562626263,28.119117979798
-96.7728957575758,28.119117979798
-82.4290436363636,28.119117979798
-81.8313831313131,28.119117979798
-81.2337226262626,28.119117979798
-80.6360621212121,28.119117979798
-99.1635377777778,28.3725047474747
-98.5658772727273,28.3725047474747
-97.9682167676768,28.3725047474747
-97.3705562626263,28.3725047474747
-82.4290436363636,28.3725047474747
-81.8313831313131,28.3725047474747
-81.2337226262626,28.3725047474747
-99.1635377777778,28.6258915151515
-98.5658772727273,28.6258915151515
-97.9682167676768,28.6258915151515
-97.3705562626263,28.6258915151515
-96.7728957575758,28.6258915151515
-96.1752352525253,28.6258915151515
-82.4290436363636,28.6258915151515
-81.8313831313131,28.6258915151515
-81.2337226262626,28.6258915151515
-80.6360621212121,28.6258915151515
-99.1635377777778,28.8792782828283
-98.5658772727273,28.8792782828283
-97.9682167676768,28.8792782828283
-97.3705562626263,28.8792782828283
-96.7728957575758,28.8792782828283
-96.1752352525253,28.8792782828283
-95.5775747474747,28.8792782828283
-82.4290436363636,28.8792782828283
-81.8313831313131,28.8792782828283
-81.2337226262626,28.8792782828283
-99.1635377777778,29.1326650505051
-98.5658772727273,29.1326650505051
-97.9682167676768,29.1326650505051
-97.3705562626263,29.1326650505051
-96.7728957575758,29.1326650505051
-96.1752352525253,29.1326650505051
-95.5775747474747,29.1326650505051
-90.1986302020202,29.1326650505051
-82.4290436363636,29.1326650505051
-81.8313831313131,29.1326650505051
-81.2337226262626,29.1326650505051
-99.1635377777778,29.3860518181818
-98.5658772727273,29.3860518181818
-97.9682167676768,29.3860518181818
-97.3705562626263,29.3860518181818
-96.7728957575758,29.3860518181818
-96.1752352525253,29.3860518181818
-95.5775747474747,29.3860518181818
-94.9799142424242,29.3860518181818
-90.7962907070707,29.3860518181818
-90.1986302020202,29.3860518181818
-89.6009696969697,29.3860518181818
-83.0267041414141,29.3860518181818
-82.4290436363636,29.3860518181818
-81.8313831313131,29.3860518181818
-81.2337226262626,29.3860518181818
-99.1635377777778,29.6394385858586
-98.5658772727273,29.6394385858586
-97.9682167676768,29.6394385858586
-97.3705562626263,29.6394385858586
-96.7728957575758,29.6394385858586
-96.1752352525253,29.6394385858586
-95.5775747474747,29.6394385858586
-94.3822537373737,29.6394385858586
-92.5892722222222,29.6394385858586
-91.3939512121212,29.6394385858586
-90.7962907070707,29.6394385858586
-90.1986302020202,29.6394385858586
-83.0267041414141,29.6394385858586
-82.4290436363636,29.6394385858586
-81.8313831313131,29.6394385858586
-81.2337226262626,29.6394385858586
-99.1635377777778,29.8928253535354
-98.5658772727273,29.8928253535354
-97.9682167676768,29.8928253535354
-97.3705562626263,29.8928253535354
-96.7728957575758,29.8928253535354
-96.1752352525253,29.8928253535354
-95.5775747474747,29.8928253535354
-94.9799142424242,29.8928253535354
-94.3822537373737,29.8928253535354
-93.1869327272727,29.8928253535354
-92.5892722222222,29.8928253535354
-91.9916117171717,29.8928253535354
-91.3939512121212,29.8928253535354
-90.7962907070707,29.8928253535354
-90.1986302020202,29.8928253535354
-84.8196856565657,29.8928253535354
-83.6243646464646,29.8928253535354
-83.0267041414141,29.8928253535354
-82.4290436363636,29.8928253535354
-81.8313831313131,29.8928253535354
-99.1635377777778,30.1462121212121
-98.5658772727273,30.1462121212121
-97.9682167676768,30.1462121212121
-97.3705562626263,30.1462121212121
-96.7728957575758,30.1462121212121
-96.1752352525253,30.1462121212121
-95.5775747474747,30.1462121212121
-94.9799142424242,30.1462121212121
-94.3822537373737,30.1462121212121
-93.7845932323232,30.1462121212121
-93.1869327272727,30.1462121212121
-92.5892722222222,30.1462121212121
-91.9916117171717,30.1462121212121
-91.3939512121212,30.1462121212121
-90.7962907070707,30.1462121212121
-85.4173461616162,30.1462121212121
-84.8196856565657,30.1462121212121
-84.2220251515151,30.1462121212121
-83.6243646464646,30.1462121212121
-83.0267041414141,30.1462121212121
-82.4290436363636,30.1462121212121
-81.8313831313131,30.1462121212121
-99.1635377777778,30.3995988888889
-98.5658772727273,30.3995988888889
-97.9682167676768,30.3995988888889
-97.3705562626263,30.3995988888889
-96.7728957575758,30.3995988888889
-96.1752352525253,30.3995988888889
-95.5775747474747,30.3995988888889
-94.9799142424242,30.3995988888889
-94.3822537373737,30.3995988888889
-93.7845932323232,30.3995988888889
-93.1869327272727,30.3995988888889
-92.5892722222222,30.3995988888889
-91.9916117171717,30.3995988888889
-91.3939512121212,30.3995988888889
-90.7962907070707,30.3995988888889
-90.1986302020202,30.3995988888889
-89.6009696969697,30.3995988888889
-89.0033091919192,30.3995988888889
-88.4056486868687,30.3995988888889
-87.8079881818182,30.3995988888889
-86.6126671717172,30.3995988888889
-86.0150066666667,30.3995988888889
-85.4173461616162,30.3995988888889
-84.8196856565657,30.3995988888889
-84.2220251515151,30.3995988888889
-83.6243646464646,30.3995988888889
-83.0267041414141,30.3995988888889
-82.4290436363636,30.3995988888889
-81.8313831313131,30.3995988888889
-99.1635377777778,30.6529856565657
-98.5658772727273,30.6529856565657
-97.9682167676768,30.6529856565657
-97.3705562626263,30.6529856565657
-96.7728957575758,30.6529856565657
-96.1752352525253,30.6529856565657
-95.5775747474747,30.6529856565657
-94.9799142424242,30.6529856565657
-94.3822537373737,30.6529856565657
-93.7845932323232,30.6529856565657
-93.1869327272727,30.6529856565657
-92.5892722222222,30.6529856565657
-91.9916117171717,30.6529856565657
-91.3939512121212,30.6529856565657
-90.7962907070707,30.6529856565657
-90.1986302020202,30.6529856565657
-89.6009696969697,30.6529856565657
-89.0033091919192,30.6529856565657
-88.4056486868687,30.6529856565657
-87.8079881818182,30.6529856565657
-87.2103276767677,30.6529856565657
-86.6126671717172,30.6529856565657
-86.0150066666667,30.6529856565657
-85.4173461616162,30.6529856565657
-84.8196856565657,30.6529856565657
-84.2220251515151,30.6529856565657
-83.6243646464646,30.6529856565657
-83.0267041414141,30.6529856565657
-82.4290436363636,30.6529856565657
-81.8313831313131,30.6529856565657
-99.1635377777778,30.9063724242424
-98.5658772727273,30.9063724242424
-97.9682167676768,30.9063724242424
-97.3705562626263,30.9063724242424
-96.7728957575758,30.9063724242424
-96.1752352525253,30.9063724242424
-95.5775747474747,30.9063724242424
-94.9799142424242,30.9063724242424
-94.3822537373737,30.9063724242424
-93.7845932323232,30.9063724242424
-93.1869327272727,30.9063724242424
-92.5892722222222,30.9063724242424
-91.9916117171717,30.9063724242424
-91.3939512121212,30.9063724242424
-90.7962907070707,30.9063724242424
-90.1986302020202,30.9063724242424
-89.6009696969697,30.9063724242424
-89.0033091919192,30.9063724242424
-88.4056486868687,30.9063724242424
-87.8079881818182,30.9063724242424
-87.2103276767677,30.9063724242424
-86.6126671717172,30.9063724242424
-86.0150066666667,30.9063724242424
-85.4173461616162,30.9063724242424
-84.8196856565657,30.9063724242424
-84.2220251515151,30.9063724242424
-83.6243646464646,30.9063724242424
-83.0267041414141,30.9063724242424
-82.4290436363636,30.9063724242424
-81.8313831313131,30.9063724242424
-99.1635377777778,31.1597591919192
-98.5658772727273,31.1597591919192
-97.9682167676768,31.1597591919192
-97.3705562626263,31.1597591919192
-96.7728957575758,31.1597591919192
-96.1752352525253,31.1597591919192
-95.5775747474747,31.1597591919192
-94.9799142424242,31.1597591919192
-94.3822537373737,31.1597591919192
-93.7845932323232,31.1597591919192
-93.1869327272727,31.1597591919192
-92.5892722222222,31.1597591919192
-91.9916117171717,31.1597591919192
-91.3939512121212,31.1597591919192
-90.7962907070707,31.1597591919192
-90.1986302020202,31.1597591919192
-89.6009696969697,31.1597591919192
-89.0033091919192,31.1597591919192
-88.4056486868687,31.1597591919192
-87.8079881818182,31.1597591919192
-87.2103276767677,31.1597591919192
-86.6126671717172,31.1597591919192
-86.0150066666667,31.1597591919192
-85.4173461616162,31.1597591919192
-84.8196856565657,31.1597591919192
-84.2220251515151,31.1597591919192
-83.6243646464646,31.1597591919192
-83.0267041414141,31.1597591919192
-82.4290436363636,31.1597591919192
-81.8313831313131,31.1597591919192
-99.1635377777778,31.413145959596
-98.5658772727273,31.413145959596
-97.9682167676768,31.413145959596
-97.3705562626263,31.413145959596
-96.7728957575758,31.413145959596
-96.1752352525253,31.413145959596
-95.5775747474747,31.413145959596
-94.9799142424242,31.413145959596
-94.3822537373737,31.413145959596
-93.7845932323232,31.413145959596
-93.1869327272727,31.413145959596
-92.5892722222222,31.413145959596
-91.9916117171717,31.413145959596
