Date,Longitude,Latitude,Ozone.8.hr.max.
2005-05-22,-95.257,29.733,61.5
2005-05-22,-95.128,29.669,62.13
2005-05-22,-95.016,29.583,64.25
2005-05-22,-94.168,32.671,68.12
2005-05-22,-98.083,30.215,60.63
2005-05-22,-98.183,26.31,33.25
2005-05-22,-98.291,26.226,35.5
2005-05-22,-97.804,32.44,60
2005-05-22,-96.116,33.153,76.75
2005-05-22,-94.075,30.039,84.63
2005-05-22,-93.988,29.894,92.63
2005-05-22,-94.003,29.944,98.5
2005-05-22,-94.318,29.864,70.13
2005-05-22,-93.897,29.718,73.87
2005-05-22,-93.955,29.865,79.25
2005-05-22,-97.432,32.36,64.75
2005-05-22,-96.316,32.569,65.5
2005-05-22,-95.425,30.35,61.5
2005-05-22,-97.434,27.765,27.38
2005-05-22,-97.555,27.833,31.62
2005-05-22,-93.762,30.084,78.63
2005-05-22,-93.873,30.18,72.75
2005-05-22,-97.906,32.869,58.88
2005-05-22,-96.459,32.936,77.63
2005-05-22,-95.416,32.344,70.63
2005-05-22,-97.461,32.901,65.13
2005-05-22,-97.356,32.805,68.13
2005-05-22,-97.282,32.922,72.12
2005-05-22,-97.064,32.984,73.88
2005-05-22,-97.089,32.656,58
2005-05-22,-97.76,30.354,63.75
2005-05-22,-97.872,30.483,61.5
2005-05-22,-97.601,30.419,57
2005-05-22,-97.006,28.836,44.38
2005-05-22,-99.52,27.511,39.75
2005-05-22,-73.251,42.897,19
2005-05-22,-72.874,44.528,31.5
2005-05-22,-77.059,38.857,48.63
2005-05-22,-77.377,38.203,48.25
2005-05-22,-77.26,37.343,55.13
2005-05-22,-77.594,37.359,55.88
2005-05-22,-77.465,38.894,50.88
2005-05-22,-77.077,38.743,50.5
2005-05-22,-77.106,38.773,51.5
2005-05-22,-77.163,38.838,52.75
2005-05-22,-77.199,38.932,53.13
2005-05-22,-77.768,38.475,42.63
2005-05-22,-78.081,39.283,43.25
2005-05-22,-77.219,37.606,50.5
2005-05-22,-77.4,37.558,52.63
2005-05-22,-78.436,38.522,58.86
2005-05-22,-78.505,38.663,47.88
2005-05-22,-77.636,38.855,45
2005-05-22,-79.884,37.286,59.13
2005-05-22,-79.513,37.626,57.38
2005-05-22,-77.37,38.483,48.88
2005-05-22,-81.255,36.893,57.13
2005-05-22,-77.045,38.811,45.37
2005-05-22,-76.399,37.003,56.87
2005-05-22,-76.439,36.903,57.38
2005-05-22,-76.731,36.667,54.62
2005-05-22,-77.964,39.448,46.5
2005-05-22,-82.425,38.425,53
2005-05-22,-80.633,37.908,61.88
2005-05-22,-80.581,40.422,49.88
2005-05-22,-81.628,38.346,54.63
2005-05-22,-79.921,39.649,46.88
2005-05-22,-80.701,40.115,49.13
2005-05-22,-81.552,39.324,55.38
2005-05-22,-90.699,46.615,41.5
2005-05-22,-87.909,44.53,50.75
2005-05-22,-89.109,43.314,49.5
2005-05-22,-89.357,43.101,50.13
2005-05-22,-88.528,43.435,52
2005-05-22,-86.994,45.238,61.5
2005-05-22,-88.422,43.688,51.38
2005-05-22,-88.812,43.001,50.88
2005-05-22,-87.811,42.505,56.38
2005-05-22,-87.506,44.443,50.38
2005-05-22,-87.616,44.139,51.88
2005-05-22,-89.77,44.707,46.75
2005-05-22,-87.933,43.017,47.38
2005-05-22,-87.912,43.061,50.63
2005-05-22,-87.884,43.075,52.25
2005-05-22,-88.006,43.093,52.5
2005-05-22,-87.901,43.181,52.13
2005-05-22,-89.632,45.678,49.63
2005-05-22,-88.396,44.307,49.5
2005-05-22,-87.921,43.343,50.25
2005-05-22,-87.81,43.498,48.25
2005-05-22,-87.799,42.714,52.13
2005-05-22,-89.015,42.529,49.13
2005-05-22,-92.662,45.124,47.88
2005-05-22,-89.68,43.436,51.63
2005-05-22,-87.716,43.667,53.38
2005-05-22,-90.568,43.702,52
2005-05-22,-89.654,46.048,50.5
2005-05-22,-88.499,42.58,54.38
2005-05-22,-88.22,43.327,49.63
2005-05-22,-88.232,43.004,53.25
2005-05-22,-88.215,43.02,52.13
